Order No,Order Date,Customer Name,Address,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Ship Date,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,Discount %,Discount $,Order Total,Shipping Cost,Total
6345-1,31/12/2020,Matt Collister,"99 Glebe Point Rd,Glebe",Sydney,NSW,Corporate,Natasha Song,High,Smiths Colored Interoffice Envelopes,Office Supplies,Wrap Bag,Regular Air,1/1/2021,$19.83,$30.98,$11.15,13,"$2,455.76",1%,$415.93,"$2,244.75",$19.51,"$2,274.45"
6346-1,17/7/2021,Kean Thornton,"Westfield Sydney,Sydney",Sydney,NSW,Small Business,Natasha Song,High,Smiths Metal Binder Clips,Office Supplies,Small Box,Regular Air,18/7/2021,$1.60,$2.62,$1.02,47,$41.92,0%,$3.77,$38.15,$0.80,$38.95
6346-1,8/5/2021,Michelle Moray,"310 Wattle St,Ultimo",Sydney,NSW,Small Business,Aanya Zhang,Medium,"Artisan Flip-Chart Easel Binder, Black",Technology,Small Pack,Regular Air,12/5/2021,$13.88,$22.38,$8.50,48,$384.00,8%,$40.32,$364.38,$15.10,$398.36
6346-1,23/9/2021,Alex Grayson,"501 George St,Sydney",Sydney,NSW,Home Office,Samantha Chairs,Low,HFX LaserJet 3310 Copier,Technology,Small Box,Regular Air,25/9/2021,$377.99,$599.99,$222.00,31,"$2,705.32",0%,$707.50,"$2,790.55",$24.49,"$2,757.24"
6347-1,19/10/2021,Chuck Clark,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Medium,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Small Box,Regular Air,21/10/2021,$5.33,$8.60,$3.27,50,$636.52,2%,$57.24,$512.36,$6.19,$523.07
6348-1,22/5/2020,Daborah Brumfield,"501 George St,Sydney",Sydney,NSW,Corporate,Samantha Chairs,High,Cando PC940 Copier,Office Supplies,Wrap Bag,Express Air,23/5/2020,$216.00,$449.99,$233.99,9,"$3,753.00",3%,$32.57,"$2,758.69",$24.49,"$2,857.55"
6349-1,2/2/2020,Paul Knutson,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Home Office,Leighton Forrest,Medium,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",Office Supplies,Wrap Bag,Regular Air,3/2/2020,$56.16,$136.98,$80.82,19,"$2,419.96",9%,$69.20,"$2,486.96",$24.49,"$2,394.65"
6349-1,17/4/2018,Mike Kennedy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Small Business,Connor Betts,Critical,Artisan 487 Labels,Office Supplies,Small Box,Regular Air,9/4/2018,$2.29,$3.69,$1.40,15,$92.06,8%,$1.76,$92.38,$0.50,$93.62
6349-1,5/7/2021,Denise Monton,"797 Botany Rd,Rosebery",Sydney,NSW,Corporate,Phoebe Gour,High,Artisan Poly Binder Pockets,Office Supplies,Small Pack,Regular Air,7/7/2021,$2.26,$3.58,$1.32,10,$128.88,1%,$5.16,$123.72,$5.47,$129.19
6349-1,23/11/2021,Christy Brittain,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Home Office,Mihael Khan,High,Binding Machine Supplies,Office Supplies,Small Box,Regular Air,25/11/2021,$18.38,$29.17,$10.79,3,$381.76,0%,$26.71,$373.65,$6.27,$398.33
6349-1,5/7/2021,Denise Monton,"2/797 Botany Rd,Rosebery",Sydney,NSW,Home Office,Samantha Chairs,High,Artisan Poly Binder Pockets,Office Supplies,Small Box,Regular Air,7/7/2021,$2.26,$3.58,$1.32,30,$128.88,9%,$5.16,$123.72,$5.47,$129.19
6349-1,3/9/2021,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Critical,Binder Posts,Office Supplies,Small Box,Regular Air,3/9/2021,$3.50,$5.74,$2.24,1,$123.72,5%,$22.14,$121.76,$5.01,$123.27
6349-1,21/5/2021,John Lucas,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,Medium,Artisan Poly Binder Pockets,Office Supplies,Small Box,Regular Air,22/5/2021,$2.26,$3.58,$1.32,13,$129.86,6%,$13.29,$127.72,$5.47,$128.19
6349-1,18/9/2021,Nora Price,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Consumer,Preston Senome,Low,Brown Kraft Recycled Envelopes,Office Supplies,Small Box,Express Air,21/9/2021,$11.04,$16.98,$5.94,44,$62.80,3%,$2.48,$56.56,$12.39,$57.05
6349-1,5/7/2021,Denise Monton,"797 Botany Rd,Rosebery",Sydney,NSW,Small Business,Phoebe Gour,Low,Artisan Poly Binder Pockets,Office Supplies,Wrap Bag,Regular Air,7/7/2021,$2.26,$3.58,$1.32,40,$128.88,4%,$5.16,$123.72,$5.47,$129.19
6350-1,17/1/2020,Doug Jacobs,"1/160 Anzac Parade,Kensington",Sydney,NSW,Small Business,Natasha Song,Medium,Pizazz Drawing Pencil Set,Office Supplies,Small Box,Regular Air,19/1/2020,$1.53,$2.78,$1.25,37,$54.00,1%,$3.26,$35.70,$1.34,$39.90
6351-1,10/12/2021,Gary Hwang,"60 York St,Sydney",Sydney,NSW,Consumer,Charlie Bui,Medium,Apex Box Cutter Scissors,Office Supplies,Small Box,Regular Air,12/12/2021,$4.19,$10.23,$6.04,41,$188.46,1%,$7.45,$192.63,$4.68,$189.42
6351-1,3/6/2021,John Lee,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Critical,"Artisan Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Office Supplies,Small Pack,Regular Air,4/6/2021,$1.92,$3.26,$1.34,49,$30.80,2%,$0.36,$28.08,$1.86,$28.58
6351-1,20/10/2020,Eva Jacobs,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Consumer,Nicholas Fernandes,High,12 Colored Short Pencils,Office Supplies,Small Box,Regular Air,24/10/2020,$1.09,$2.60,$1.51,42,$7.92,0%,$0.63,$7.29,$2.40,$12.94
6351-1,3/2/2022,Alex Russell,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,Medium,Pizazz Drawing Pencil Set,Office Supplies,Wrap Bag,Express Air,5/2/2022,$1.53,$2.78,$1.25,34,$89.74,0%,$2.87,$87.21,$1.34,$95.43
6351-1,19/10/2021,Chuck Clark,"53-55 Liverpool St,Sydney",Sydney,NSW,Home Office,Tina Carlton,Medium,"Artisan Flip-Chart Easel Binder, Black",Technology,Small Box,Regular Air,21/10/2021,$13.88,$22.38,$8.50,14,$626.02,10%,$57.24,$598.55,$15.10,$595.25
6352-1,10/12/2021,Brad Thomas,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,Tina Carlton,Medium,Pizazz Drawing Pencil Set,Office Supplies,Wrap Bag,Regular Air,15/12/2021,$1.53,$2.78,$1.25,41,$123.28,3%,$2.77,$112.77,$1.34,$113.26
6352-1,15/8/2021,Dave Hallsten,"1 John St,Waterloo",Sydney,NSW,Home Office,Charlie Bui,Critical,PastelOcean Color Pencil Set,Office Supplies,Wrap Bag,Regular Air,20/8/2021,$11.11,$19.84,$8.73,1,$402.84,5%,$20.14,$382.70,$4.10,$398.84
6352-1,9/12/2020,Craig Carroll,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,Critical,OIC Thumb-Tacks,Office Supplies,Small Box,Regular Air,9/12/2020,$0.71,$1.14,$0.43,42,$16.92,4%,$0.35,$15.53,$0.70,$16.45
6352-1,17/1/2019,Victoria Pisteka,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,Medium,TechSavi Cordless Elite Duo,Office Supplies,Small Box,Regular Air,17/1/2019,$60.59,$100.98,$40.39,24,"$2,040.78",5%,$8.00,"$1,188.18",$7.18,"$1,218.44"
6352-1,7/7/2021,Thea Hendricks,"412 Brunswick St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Critical,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Wrap Bag,Regular Air,8/7/2021,$5.33,$8.60,$3.27,11,$205.20,7%,$9.26,$199.24,$6.19,$190.62
6352-1,11/7/2021,Katherine Murray,"644 George St,Sydney",Sydney,NSW,Corporate,Radhya Staples,Medium,"Wirebound Message Book, 4 per Page",Office Supplies,Small Box,Regular Air,12/7/2021,$3.48,$5.43,$1.95,44,$10.86,9%,$0.33,$10.53,$0.95,$11.48
6352-1,9/12/2020,Jamie Kunitz,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,Phoebe Gour,Critical,"Wirebound Message Book, 4 per Page",Office Supplies,Small Box,Regular Air,10/12/2020,$3.48,$5.43,$1.95,8,$10.60,4%,$0.62,$19.38,$0.95,$11.48
6352-1,12/5/2021,John Lee,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,High,HFX 6S Scientific Calculator,Office Supplies,Small Box,Express Air,14/5/2021,$7.92,$12.99,$5.07,26,"$1,252.00",7%,$57.71,"$1,243.85",$9.44,"$1,343.05"
6352-1,19/12/2020,Lena Creighton,"127 Liverpool St,Sydney",Sydney,NSW,Home Office,Samantha Chairs,High,Wirebound Voice Message Log Book,Technology,Small Box,Regular Air,21/12/2020,$2.90,$4.76,$1.86,29,$10.58,6%,$0.50,$10.68,$0.88,$11.38
6352-1,18/6/2021,Jonathan Dohery,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Medium,Artisan Hanging File Binders,Office Supplies,Small Box,Regular Air,20/6/2021,$3.65,$5.98,$2.33,46,$153.36,9%,$4.00,$148.76,$1.49,$152.36
6352-1,26/7/2020,Jack OBriant,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Home Office,Mihael Khan,Not Specified,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Wrap Bag,Regular Air,27/7/2020,$13.88,$22.38,$8.50,36,$305.60,4%,$24.36,$295.04,$15.10,$281.83
6353-1,14/5/2018,Mitch Gaftin,"Shop 1 797 Botany Rd,Rosebery",Sydney,NSW,Small Business,Phoebe Gour,Medium,TechSavi Internet Navigator Keyboard,Office Supplies,Small Box,Regular Air,15/5/2018,$6.51,$30.98,$24.47,16,"$1,642.75",0%,$184.48,"$1,484.69",$6.50,"$1,490.48"
6353-1,12/7/2021,Debra Catini,"506 Swan Street,Richmond",Melbourne,VIC,Consumer,Connor Betts,High,Artisan Hanging File Binders,Office Supplies,Small Box,Regular Air,13/7/2021,$3.65,$5.98,$2.33,5,$131.56,8%,$9.21,$122.35,$1.49,$123.84
6353-1,11/4/2021,Toby Carlisle,"6/15 Cross Street,Double Bay",Sydney,NSW,Small Business,Leighton Forrest,Not Specified,Artisan Hanging File Binders,Office Supplies,Small Box,Express Air,13/4/2021,$3.65,$5.98,$2.33,46,$144.76,8%,$4.55,$143.65,$1.49,$131.36
6353-1,2/7/2021,Astrea Jones,"2a/285A Crown St,Surry Hills",Sydney,NSW,Home Office,Phoebe Gour,High,"Artisan Flip-Chart Easel Binder, Black",Furniture,Large Box,Express Air,4/7/2021,$13.88,$22.38,$8.50,41,$481.32,4%,$17.65,$493.65,$15.10,$393.33
6353-1,28/7/2021,Nicole Brennan,"310 Wattle St,Ultimo",Sydney,NSW,Small Business,Aanya Zhang,High,Alto 3-Hole Punch,Office Supplies,Wrap Bag,Express Air,30/7/2021,$2.76,$4.38,$1.62,2,$113.61,4%,$7.74,$119.85,$6.21,$112.36
6353-1,12/11/2020,Michael Oakman,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Small Business,Connor Betts,High,Artisan Binder Labels,Office Supplies,Small Box,Regular Air,14/11/2020,$2.45,$3.89,$1.44,5,$30.82,3%,$3.07,$38.65,$7.01,$39.24
6354-1,4/2/2022,Roland Black,"438 Victoria Avenue,Chatswood",Sydney,NSW,Corporate,Natasha Song,Critical,Artisan 481 Labels,Office Supplies,Small Pack,Regular Air,5/2/2022,$1.94,$3.08,$1.14,13,$35.80,8%,$3.56,$30.65,$0.99,$31.32
6354-1,20/9/2021,Jim Kriz,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Consumer,Mihael Khan,High,Adesso Programmable 142-Key Keyboard,Office Supplies,Small Box,Express Air,21/1/2021,$39.64,$152.48,$112.84,7,$304.96,9%,$9.15,$295.81,$6.50,$299.81
6354-1,1/2/2022,Joy Daniels,"12 Princess Hwy,Sylvania",Sydney,NSW,Small Business,Nicholas Fernandes,Medium,TechSavi Cordless Elite Duo,Office Supplies,Small Box,Regular Air,5/2/2022,$60.59,$100.98,$40.39,24,"$1,342.96",6%,$43.00,"$1,363.08",$7.18,"$1,380.28"
6355-1,17/7/2021,Kean Thornton,"Westfield Sydney,Sydney",Sydney,NSW,Home Office,Natasha Song,Not Specified,Steady Pocket Accent Highlighters,Office Supplies,Small Box,Regular Air,18/7/2021,$0.93,$1.60,$0.67,10,$62.40,6%,$6.24,$56.16,$1.29,$57.45
6355-1,7/7/2021,Thea Hendricks,"412 Brunswick St,Fitzroy",Melbourne,VIC,Consumer,Connor Betts,Critical,Steady Pocket Accent Highlighters,Technology,Small Box,Regular Air,8/7/2021,$0.93,$1.60,$0.67,2,$62.40,2%,$6.24,$56.16,$1.29,$57.45
6355-1,7/2/2020,Carlos Soltero,"1/41B Elizabeth Bay Rd,Elizabeth Bay",Sydney,NSW,Home Office,Charlie Bui,Medium,Smiths Metal Binder Clips,Office Supplies,Small Pack,Regular Air,18/2/2020,$1.60,$2.62,$1.02,22,$65.40,7%,$5.45,$51.58,$0.80,$59.25
6355-1,17/7/2021,Kean Thornton,"Westfield Sydney,Sydney",Sydney,NSW,Consumer,Natasha Song,Not Specified,Steady Pocket Accent Highlighters,Technology,Small Pack,Regular Air,18/7/2021,$0.93,$1.60,$0.67,21,$62.40,9%,$6.24,$56.16,$1.29,$57.45
6355-1,2/7/2020,Karen Ferguson,"1-2/299 Sussex St,Sydney",Sydney,NSW,Consumer,Aanya Zhang,High,OIC Thumb-Tacks,Office Supplies,Small Box,Regular Air,4/7/2020,$0.71,$1.14,$0.43,7,$10.86,9%,$0.49,$10.25,$0.70,$11.40
6355-1,17/7/2021,Kean Thornton,"Westfield Sydney,Sydney",Sydney,NSW,Consumer,Natasha Song,Low,Steady Pocket Accent Highlighters,Office Supplies,Small Box,Regular Air,18/7/2021,$0.93,$1.60,$0.67,20,$62.40,4%,$6.24,$56.16,$1.29,$57.45
6355-1,26/11/2021,Erin Ashbrook,"73 York St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Low,12 Colored Short Pencils,Office Supplies,Wrap Bag,Regular Air,30/11/2021,$1.09,$2.60,$1.51,11,$56.06,1%,$0.95,$52.24,$2.40,$55.34
6355-1,2/1/2020,Dave Hallsten,"1 John St,Waterloo",Sydney,NSW,Home Office,Charlie Bui,High,Steady Pocket Accent Highlighters,Office Supplies,Small Box,Regular Air,4/1/2020,$0.93,$1.60,$0.67,40,$68.00,4%,$2.30,$65.36,$1.29,$65.24
6355-1,17/7/2021,Kean Thornton,"Westfield Sydney,Sydney",Sydney,NSW,Consumer,Natasha Song,Medium,Steady Pocket Accent Highlighters,Office Supplies,Wrap Bag,Regular Air,18/7/2021,$0.93,$1.60,$0.67,47,$62.40,10%,$6.24,$56.16,$1.29,$57.45
6355-1,7/8/2020,Astrea Jones,"2a/285A Crown St,Surry Hills",Sydney,NSW,Small Business,Phoebe Gour,Medium,Steady Pocket Accent Highlighters,Office Supplies,Small Box,Regular Air,8/8/2020,$0.93,$1.60,$0.67,13,$63.66,4%,$5.74,$57.56,$1.29,$57.45
6355-1,18/12/2021,Patrick Gradz,"224A Gertrude St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Medium,Office Shears by Apex,Office Supplies,Wrap Bag,Regular Air,20/12/2021,$0.94,$2.08,$1.14,41,$69.30,3%,$4.47,$69.97,$2.56,$70.68
6355-1,17/7/2021,Kean Thornton,"Westfield Sydney,Sydney",Sydney,NSW,Small Business,Natasha Song,High,"Steady EarthWrite Recycled Pencils, Medium Soft, #2",Office Supplies,Small Box,Regular Air,18/7/2021,$0.90,$2.10,$1.20,31,$62.40,3%,$6.24,$56.16,$0.70,$57.45
6355-1,13/2/2021,Pete Armstrong,"506 Swan Street,Richmond",Melbourne,VIC,Home Office,Connor Betts,Critical,Steady Pocket Accent Highlighters,Office Supplies,Wrap Bag,Regular Air,16/2/2021,$0.93,$1.60,$0.67,10,$62.94,10%,$5.45,$59.33,$1.29,$69.68
6355-1,17/7/2021,Kean Thornton,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,Critical,Steady Pocket Accent Highlighters,Office Supplies,Small Box,Regular Air,18/7/2021,$0.93,$1.60,$0.67,1,$62.40,5%,$6.24,$56.16,$1.29,$57.45
6355-1,8/5/2021,Michelle Moray,"310 Wattle St,Ultimo",Sydney,NSW,Corporate,Aanya Zhang,Not Specified,Artisan 474 Labels,Furniture,Small Pack,Regular Air,12/5/2021,$1.84,$2.88,$1.04,8,$99.36,10%,$7.95,$90.65,$0.99,$97.25
6355-1,24/1/2022,Jeremy Pistek,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Home Office,Mihael Khan,High,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Wrap Bag,Regular Air,25/1/2022,$1.31,$2.84,$1.53,23,$92.04,6%,$3.77,$88.33,$0.93,$98.33
6355-1,3/4/2021,Emily Grady,"359 Crown Street,Surry Hills",Sydney,NSW,Home Office,Phoebe Gour,Not Specified,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Regular Air,5/4/2021,$1.18,$1.88,$0.70,48,$58.06,5%,$0.00,$58.64,$1.49,$69.51
6355-1,17/7/2021,Kean Thornton,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,Low,Steady Pocket Accent Highlighters,Furniture,Large Box,Regular Air,18/7/2021,$0.93,$1.60,$0.67,3,$62.40,10%,$6.24,$56.16,$1.29,$57.45
6355-1,17/7/2021,Kean Thornton,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,Not Specified,Steady Pocket Accent Highlighters,Furniture,Large Box,Express Air,18/7/2021,$0.93,$1.60,$0.67,17,$62.40,0%,$6.24,$56.16,$1.29,$57.45
6355-1,23/9/2021,Toby Knight,"Crown Complex,Southbank",Melbourne,VIC,Small Business,Yvette Biti,Not Specified,Artisan 479 Labels,Office Supplies,Small Box,Regular Air,25/10/2021,$1.59,$2.61,$1.02,1,$63.16,10%,$2.64,$62.80,$0.50,$63.04
6355-1,7/8/2020,Astrea Jones,"2a/285A Crown St,Surry Hills",Sydney,NSW,Home Office,Phoebe Gour,High,Steady Pocket Accent Highlighters,Office Supplies,Wrap Bag,Regular Air,8/8/2020,$0.93,$1.60,$0.67,41,$63.66,5%,$5.74,$57.56,$1.29,$57.45
6355-1,17/7/2021,Kean Thornton,"Westfield Sydney,Sydney",Sydney,NSW,Small Business,Natasha Song,Not Specified,Steady Pocket Accent Highlighters,Office Supplies,Small Box,Regular Air,18/7/2021,$0.93,$1.60,$0.67,18,$62.40,2%,$6.24,$56.16,$1.29,$57.45
6356-1,12/11/2020,Michael Oakman,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Small Business,Connor Betts,Low,Artisan Hanging File Binders,Office Supplies,Wrap Bag,Regular Air,14/11/2020,$3.65,$5.98,$2.33,42,$175.64,9%,$3.67,$166.81,$1.49,$168.93
6356-1,16/7/2021,Maribeth Dona,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Small Business,Connor Betts,High,HFX LaserJet 3310 Copier,Office Supplies,Small Box,Regular Air,18/7/2021,$377.99,$599.99,$222.00,2,"$9,212.97",5%,$92.31,"$4,059.85",$24.49,"$4,932.54"
6356-1,20/9/2021,Matthew Clasen,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Home Office,Nicholas Fernandes,Critical,Adesso Programmable 142-Key Keyboard,Office Supplies,Small Box,Regular Air,20/9/2021,$32.02,$152.48,$120.46,32,"$3,934.70",4%,$198.86,"$3,833.43",$4.00,"$3,393.54"
6356-1,3/7/2021,Philip Fox,"61 York St,Sydney",Sydney,NSW,Corporate,Leighton Forrest,Low,Smiths Metal Binder Clips,Office Supplies,Small Box,Regular Air,5/7/2021,$1.60,$2.62,$1.02,8,$87.12,5%,$7.54,$74.28,$0.80,$85.27
6357-1,14/6/2021,Edward Nazzal,"2a/285A Crown St,Surry Hills",Sydney,NSW,Home Office,Phoebe Gour,Low,OIC Thumb-Tacks,Technology,Large Box,Express Air,16/6/2021,$0.71,$1.14,$0.43,25,$56.90,7%,$5.42,$53.56,$0.70,$54.62
6357-1,3/9/2021,Cynthia Voltz,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Consumer,Preston Senome,High,Adesso Programmable 142-Key Keyboard,Office Supplies,Small Box,Regular Air,5/9/2021,$39.64,$152.48,$112.84,42,"$6,799.54",0%,$332.97,"$5,535.55",$6.50,"$5,565.57"
6358-1,17/9/2019,Muga Zarlton,"Crown Complex,Southbank",Melbourne,VIC,Home Office,Yvette Biti,High,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Regular Air,18/9/2019,$1.18,$1.88,$0.70,40,$41.64,3%,$1.66,$38.76,$1.49,$48.55
6359-1,2/8/2021,Brad Norvell,"120 Hardware St,Melbourne",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,Deluxe Rollaway Locking File with Drawer,Technology,Small Box,Regular Air,3/8/2021,$178.83,$415.88,$237.05,29,"$1,663.52",3%,$66.54,"$1,596.98",$11.37,"$1,608.35"
6359-1,29/11/2021,Grant Carroll,"10 O'Connell St,Sydney",Sydney,NSW,Corporate,Aanya Zhang,Low,Economy Rollaway Files,Office Supplies,Wrap Bag,Regular Air,30/11/2021,$67.73,$165.20,$97.47,20,"$2,929.75",9%,$235.83,"$2,786.82",$19.99,"$2,650.35"
6359-1,3/9/2021,Cynthia Voltz,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Small Business,Preston Senome,Not Specified,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Pack,Regular Air,5/9/2021,$13.88,$22.38,$8.50,34,$338.08,0%,$32.23,$312.65,$15.10,$330.06
6359-1,18/12/2020,Lena Creighton,"127 Liverpool St,Sydney",Sydney,NSW,Home Office,Samantha Chairs,Not Specified,Artisan 479 Labels,Office Supplies,Small Box,Regular Air,21/12/2020,$1.59,$2.61,$1.02,4,$159.08,9%,$14.92,$148.76,$0.50,$150.29
6359-1,28/8/2020,Phillip Flathmann,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Consumer,Nicholas Fernandes,Medium,Pizazz Drawing Pencil Set,Office Supplies,Wrap Bag,Regular Air,30/8/2020,$1.53,$2.78,$1.25,37,$10.56,9%,$0.78,$11.30,$1.34,$11.20
6359-1,2/8/2021,Dean Percer,"221 Barkly St,St Kilda",Melbourne,VIC,Consumer,Yvette Biti,Low,Deluxe Rollaway Locking File with Drawer,Office Supplies,Wrap Bag,Regular Air,4/8/2021,$178.83,$415.88,$237.05,44,"$1,663.52",1%,$66.54,"$1,596.98",$11.37,"$1,608.35"
6360-1,5/8/2021,Beth Thompson,"501 George St,Sydney",Sydney,NSW,Consumer,Samantha Chairs,Medium,Pizazz Drawing Pencil Set,Office Supplies,Small Box,Express Air,6/8/2021,$1.53,$2.78,$1.25,20,$16.68,10%,$0.17,$16.54,$1.34,$16.75
6360-1,28/4/2020,Dianna Arnett,"99 Lygon Street,East Brunswick",Melbourne,VIC,Consumer,Connor Betts,Low,Smiths General Use 3-Ring Binders,Office Supplies,Small Pack,Regular Air,30/4/2020,$1.18,$1.88,$0.70,22,$65.55,10%,$2.66,$62.94,$1.49,$63.94
6360-1,3/8/2021,Michael Stewart,"523 King St,Newtown",Sydney,NSW,Corporate,Aanya Zhang,Low,Smiths SlimLine Pencil Sharpener,Office Supplies,Wrap Bag,Regular Air,4/8/2021,$4.79,$11.97,$7.18,19,$586.53,0%,$52.79,$533.74,$5.81,$539.75
6361-1,23/1/2022,Jeremy Pistek,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Small Business,Mihael Khan,Critical,Steady Liquid Accent Highlighters,Office Supplies,Small Box,Regular Air,25/1/2022,$3.47,$6.68,$3.21,39,$37.70,0%,$2.67,$36.65,$1.50,$37.89
6361-1,11/4/2021,Berenike Kampe,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Medium,Pizazz Colored Pencils,Office Supplies,Small Box,Regular Air,11/4/2021,$1.76,$2.94,$1.18,44,$39.82,9%,$3.58,$66.24,$0.81,$77.59
6362-1,15/3/2021,Brooke Gillingham,"38/133-145 Castlereagh St,Parramatta",Sydney,NSW,Corporate,Natasha Song,Low,Pizazz Drawing Pencil Set,Technology,Small Box,Express Air,16/3/2021,$1.53,$2.78,$1.25,38,$13.86,9%,$1.46,$13.04,$1.34,$14.66
6362-1,14/8/2020,Sara Luxemburg,"180 High Street,Windsor",Melbourne,VIC,Home Office,Connor Betts,Low,Smiths Colored Interoffice Envelopes,Office Supplies,Small Box,Regular Air,15/8/2020,$19.83,$30.98,$11.15,47,"$1,147.16",0%,$45.89,"$1,110.27",$19.51,"$1,118.69"
6364-1,5/8/2021,Beth Thompson,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Small Business,Mihael Khan,Low,Pizazz Drawing Pencil Set,Office Supplies,Small Box,Regular Air,6/8/2021,$1.53,$2.78,$1.25,26,$16.68,3%,$0.17,$16.51,$1.34,$17.71
6364-1,5/8/2021,Beth Thompson,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Corporate,Mihael Khan,High,Pizazz Drawing Pencil Set,Office Supplies,Small Pack,Regular Air,6/8/2021,$1.53,$2.78,$1.25,21,$16.68,7%,$0.17,$16.51,$1.34,$17.71
6364-1,24/8/2021,Jasper Cacioppo,"24 Addison Rd,Marrickville",Sydney,NSW,Home Office,Radhya Staples,Low,Pizazz Drawing Pencil Set,Office Supplies,Wrap Bag,Regular Air,2/9/2021,$1.17,$2.78,$1.61,31,$16.68,7%,$0.17,$16.51,$1.20,$17.71
6364-1,5/8/2021,Beth Thompson,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Small Business,Mihael Khan,High,Pizazz Drawing Pencil Set,Office Supplies,Wrap Bag,Regular Air,6/8/2021,$1.53,$2.78,$1.25,50,$16.68,9%,$0.17,$16.51,$1.34,$17.71
6364-1,28/1/2021,Noel Staavos,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Home Office,Mihael Khan,Not Specified,Steady Pocket Accent Highlighters,Office Supplies,Small Box,Regular Air,30/1/2021,$0.93,$1.60,$0.67,38,$69.30,0%,$3.77,$67.82,$1.29,$68.43
6365-1,9/5/2021,Cindy Stewart,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Corporate,Leighton Forrest,Low,Pizazz Drawing Pencil Set,Technology,Large Box,Regular Air,11/5/2021,$1.53,$2.78,$1.25,17,$89.44,8%,$4.45,$84.97,$1.34,$87.53
6365-1,20/5/2020,Mike Kennedy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Artisan 474 Labels,Office Supplies,Wrap Bag,Regular Air,23/5/2020,$1.84,$2.88,$1.04,18,$34.98,4%,$3.45,$30.67,$0.99,$31.86
6365-1,19/4/2020,Thais Sissman,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Medium,Pizazz Drawing Pencil Set,Office Supplies,Small Box,Regular Air,19/4/2020,$1.53,$2.78,$1.25,3,$119.88,3%,$9.59,$110.29,$1.34,$114.29
